marital,gender,edu,income,Age
0.539308641,-0.812766579,-1.533949221,-0.344506043,0.18460514
0.539308641,-0.812766579,-1.533949221,-0.9282206,-0.548068955
0.539308641,-0.812766579,-1.533949221,-0.9282206,3.115301518
0.539308641,-0.812766579,0.157540731,-1.511935157,2.382627423
0.539308641,-0.812766579,0.157540731,-0.344506043,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,0.917279234
0.539308641,-0.812766579,0.157540731,0.822923072,0.18460514
0.539308641,1.22915931,0.157540731,-0.344506043,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,-0.548068955
0.539308641,-0.812766579,0.157540731,-1.511935157,0.18460514
0.539308641,1.22915931,0.157540731,0.239208515,0.18460514
0.539308641,-0.812766579,0.157540731,0.239208515,-0.548068955
0.539308641,-0.812766579,-1.533949221,-0.9282206,0.18460514
-1.85240794,1.22915931,0.157540731,-0.344506043,-0.548068955
0.539308641,-0.812766579,0.157540731,-0.9282206,-1.28074305
0.539308641,-0.812766579,0.157540731,1.990352186,-0.548068955
0.539308641,1.22915931,0.157540731,-0.344506043,0.917279234
-1.85240794,-0.812766579,0.157540731,0.822923072,0.18460514
0.539308641,1.22915931,0.157540731,1.406637629,0.18460514
0.539308641,1.22915931,0.157540731,0.822923072,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,0.917279234
-1.85240794,-0.812766579,0.157540731,-1.511935157,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,0.18460514
0.539308641,-0.812766579,0.157540731,-0.9282206,-0.548068955
-1.85240794,-0.812766579,0.157540731,-1.511935157,-1.28074305
-1.85240794,1.22915931,0.157540731,-0.344506043,-1.28074305
0.539308641,1.22915931,0.157540731,1.406637629,0.18460514
0.539308641,-0.812766579,0.157540731,-0.9282206,-0.548068955
-1.85240794,-0.812766579,0.157540731,-0.9282206,-0.548068955
0.539308641,-0.812766579,1.849030682,1.406637629,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,0.18460514
0.539308641,-0.812766579,-1.533949221,0.822923072,0.18460514
0.539308641,1.22915931,0.157540731,-0.9282206,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,0.18460514
0.539308641,-0.812766579,0.157540731,1.406637629,-0.548068955
0.539308641,1.22915931,0.157540731,0.239208515,-1.28074305
0.539308641,1.22915931,0.157540731,-0.344506043,0.18460514
-1.85240794,-0.812766579,0.157540731,0.239208515,-1.28074305
0.539308641,-0.812766579,1.849030682,1.990352186,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,1.649953329
0.539308641,-0.812766579,0.157540731,0.822923072,0.18460514
0.539308641,1.22915931,-1.533949221,-0.9282206,0.917279234
0.539308641,-0.812766579,-1.533949221,-1.511935157,0.917279234
0.539308641,-0.812766579,0.157540731,0.239208515,0.18460514
0.539308641,1.22915931,0.157540731,-0.344506043,0.18460514
-1.85240794,1.22915931,0.157540731,-0.344506043,-1.28074305
0.539308641,1.22915931,0.157540731,1.406637629,0.917279234
0.539308641,1.22915931,0.157540731,-0.344506043,0.18460514
0.539308641,-0.812766579,0.157540731,-0.9282206,0.18460514
0.539308641,1.22915931,0.157540731,1.406637629,0.18460514
-1.85240794,1.22915931,0.157540731,-0.9282206,-1.28074305
0.539308641,-0.812766579,0.157540731,1.406637629,-0.548068955
0.539308641,1.22915931,0.157540731,0.239208515,-0.548068955
0.539308641,1.22915931,0.157540731,1.406637629,0.917279234
0.539308641,-0.812766579,0.157540731,0.822923072,0.18460514
0.539308641,-0.812766579,0.157540731,-0.9282206,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,-0.548068955
0.539308641,-0.812766579,-1.533949221,0.239208515,1.649953329
0.539308641,1.22915931,0.157540731,-0.344506043,0.18460514
-1.85240794,1.22915931,0.157540731,1.406637629,0.18460514
0.539308641,-0.812766579,0.157540731,1.406637629,0.18460514
0.539308641,-0.812766579,0.157540731,0.822923072,2.382627423
0.539308641,-0.812766579,-1.533949221,-0.344506043,3.115301518
0.539308641,-0.812766579,0.157540731,-0.9282206,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,-0.548068955
0.539308641,1.22915931,0.157540731,0.239208515,0.917279234
0.539308641,1.22915931,0.157540731,0.239208515,0.18460514
0.539308641,1.22915931,0.157540731,0.239208515,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,-0.548068955
0.539308641,-0.812766579,-1.533949221,-1.511935157,-0.548068955
0.539308641,-0.812766579,0.157540731,0.239208515,-0.548068955
0.539308641,-0.812766579,0.157540731,0.822923072,0.18460514
0.539308641,-0.812766579,0.157540731,0.822923072,0.917279234
0.539308641,-0.812766579,0.157540731,0.239208515,0.18460514
-1.85240794,1.22915931,0.157540731,-0.9282206,-0.548068955
0.539308641,-0.812766579,0.157540731,0.822923072,1.649953329
0.539308641,1.22915931,0.157540731,-0.9282206,0.917279234
-1.85240794,-0.812766579,0.157540731,0.822923072,-0.548068955
0.539308641,-0.812766579,0.157540731,1.990352186,0.917279234
0.539308641,1.22915931,0.157540731,1.406637629,-0.548068955
0.539308641,-0.812766579,0.157540731,-0.9282206,2.382627423
0.539308641,1.22915931,0.157540731,0.239208515,-0.548068955
0.539308641,-0.812766579,0.157540731,0.239208515,0.917279234
0.539308641,-0.812766579,0.157540731,0.822923072,-0.548068955
0.539308641,-0.812766579,0.157540731,-0.344506043,0.917279234
0.539308641,-0.812766579,0.157540731,-0.344506043,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,-0.548068955
0.539308641,-0.812766579,0.157540731,-0.9282206,0.917279234
0.539308641,-0.812766579,1.849030682,1.406637629,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,0.18460514
-1.85240794,1.22915931,0.157540731,-0.9282206,-1.28074305
0.539308641,-0.812766579,0.157540731,0.239208515,0.18460514
0.539308641,-0.812766579,-1.533949221,-0.9282206,-0.548068955
0.539308641,-0.812766579,1.849030682,0.239208515,0.917279234
-1.85240794,1.22915931,0.157540731,-0.9282206,-1.28074305
0.539308641,-0.812766579,-3.225439172,-0.9282206,2.382627423
0.539308641,1.22915931,0.157540731,-0.9282206,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,0.18460514
-1.85240794,1.22915931,0.157540731,-0.344506043,0.18460514
0.539308641,-0.812766579,0.157540731,1.990352186,-0.548068955
0.539308641,-0.812766579,0.157540731,0.822923072,-0.548068955
0.539308641,-0.812766579,0.157540731,-0.344506043,0.18460514
-1.85240794,-0.812766579,-1.533949221,-0.344506043,0.917279234
0.539308641,-0.812766579,0.157540731,-1.511935157,-1.28074305
0.539308641,-0.812766579,0.157540731,0.822923072,0.18460514
0.539308641,-0.812766579,0.157540731,-0.9282206,-0.548068955
0.539308641,-0.812766579,0.157540731,0.239208515,-1.28074305
0.539308641,-0.812766579,0.157540731,0.239208515,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,0.18460514
0.539308641,-0.812766579,0.157540731,0.822923072,0.18460514
-1.85240794,-0.812766579,0.157540731,0.239208515,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,-0.548068955
0.539308641,1.22915931,0.157540731,-0.344506043,0.917279234
0.539308641,-0.812766579,0.157540731,0.239208515,0.18460514
0.539308641,-0.812766579,0.157540731,-0.344506043,-0.548068955
0.539308641,-0.812766579,0.157540731,-0.344506043,0.917279234
0.539308641,-0.812766579,0.157540731,0.822923072,0.18460514
0.539308641,1.22915931,0.157540731,-0.9282206,3.115301518
0.539308641,-0.812766579,0.157540731,0.239208515,0.18460514
-1.85240794,-0.812766579,0.157540731,-0.9282206,-1.28074305
0.539308641,1.22915931,0.157540731,0.239208515,0.18460514
0.539308641,1.22915931,0.157540731,-0.9282206,0.917279234
-1.85240794,-0.812766579,0.157540731,-1.511935157,-0.548068955
-1.85240794,1.22915931,-1.533949221,-0.9282206,-1.28074305
0.539308641,-0.812766579,0.157540731,1.406637629,0.917279234
0.539308641,-0.812766579,0.157540731,-0.344506043,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,0.18460514
0.539308641,1.22915931,0.157540731,1.406637629,0.18460514
0.539308641,-0.812766579,0.157540731,0.239208515,0.917279234
0.539308641,1.22915931,0.157540731,-0.344506043,-0.548068955
0.539308641,-0.812766579,-1.533949221,1.406637629,0.917279234
-1.85240794,-0.812766579,0.157540731,-0.9282206,0.18460514
0.539308641,-0.812766579,0.157540731,1.406637629,0.18460514
0.539308641,1.22915931,0.157540731,1.406637629,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,-0.548068955
-1.85240794,1.22915931,1.849030682,-1.511935157,-1.28074305
0.539308641,-0.812766579,0.157540731,0.239208515,-0.548068955
-1.85240794,1.22915931,0.157540731,-1.511935157,-1.28074305
0.539308641,-0.812766579,-1.533949221,-1.511935157,-0.548068955
0.539308641,-0.812766579,0.157540731,1.406637629,0.18460514
-1.85240794,1.22915931,0.157540731,-0.9282206,-1.28074305
0.539308641,1.22915931,0.157540731,-0.9282206,-0.548068955
