x
0.115511252
-0.975514172
0.746322043
0.546152761
0.298455053
0.34889832
-0.205018694
2.687052556
0.301338219
0.092073519
0.870847636
0.212412174
0.313282454
0.730394104
0.452784197
-0.301477583
-0.437825847
-0.016851626
2.613509618
0.236024901
0.410542567
-0.741037849
-0.336551429
-0.679888453
-0.236774671
0.453642668
