x
0.430562147
-0.005211538
1.411051663
0.38025672
0.525364321
0.250112435
-0.434900328
5.351142678
5.193347697
-2.26594797
0.264092877
-0.311005203
-0.739933268
0.935943549
0.921539282
-0.54400584
0.225597829
-1.262124707
0.966487372
-1.043651856
